,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4110,Jamie,Jiruca,Female,21,1963-06-16,Recruiting Manager,Argiculture,Mass Customer,N,No,18,9,0.76,0.76,0.95,0.8075,104,1.2875,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963
4111,Lyon,Brittan,Male,14,1972-04-23,Sales Representative,Retail,High Net Worth,N,No,19,8,0.4,0.4,0.4,0.4,104,1.2875,"Bayswater, Melbourne, City of Knox, 3153, Victoria, Australia",-37.837088894354835,145.26850926290325
4112,Aridatha,Sephton,Female,95,1961-10-22,Human Resources Assistant II,,Mass Customer,N,No,5,1,0.93,0.93,1.1625,0.988125,104,1.2875,"South Tamworth, Tamworth Regional Council, 2340, New South Wales, Australia",-31.1101707125,150.92606774285716
4113,Michal,Bryan,Female,1,1969-11-09,,Manufacturing,Mass Customer,N,Yes,16,8,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,104,1.2875,"Spring Hill, Greater Brisbane, 4000, Queensland, Australia",-27.461657079441338,153.02183757061454
4114,Franciska,Stigell,Female,95,1968-11-15,Food Chemist,Health,Mass Customer,N,Yes,7,7,0.5,0.625,0.78125,0.6640625,111,1.28125,"Endeavour Hills, Melbourne, City of Casey, 3802, Victoria, Australia",-37.97482557068965,145.24073939827585
4115,Jordan,Clampe,Male,37,1939-12-09,Staff Scientist,Financial Services,Mass Customer,N,Yes,11,5,1.08,1.35,1.35,1.1475,111,1.28125,"Mount Warren Park, Greater Brisbane, 4207, Queensland, Australia",-27.72339298857143,153.19512631652015
4116,David,Napoleon,Male,72,1961-11-05,Structural Engineer,,High Net Worth,N,No,14,11,1.06,1.06,1.325,1.325,111,1.28125,"Oatley, Sydney, Georges River Council, 2223, New South Wales, Australia",-33.97483791538461,151.0742980153846
4117,Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,N,No,5,2,1.08,1.08,1.08,0.918,114,1.275,"Warrnambool, City of Warrnambool, 3280, Victoria, Australia",-38.38548947889909,142.496137306422
4118,Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,N,No,18,6,0.54,0.54,0.54,0.54,114,1.275,"Loganholme, Greater Brisbane, 4129, Queensland, Australia",-27.676342296818177,153.1879410009091
4119,Frederik,Milan,Male,45,1997-11-13,,Health,Mass Customer,N,No,5,5,0.62,0.62,0.62,0.527,114,1.275,"Corunna, Eurobodalla Shire Council, 2546, New South Wales, Australia",-36.26445589107143,150.0917173
4120,Rollo,Louedey,Male,64,1946-07-09,Information Systems Manager,Telecommunications,Affluent Customer,N,Yes,17,9,0.94,1.175,1.46875,1.46875,114,1.275,"Holsworthy, Sydney, Liverpool City Council, 2089, New South Wales, Australia",-34.145622083725485,150.90133416686274
4121,Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,N,Yes,6,9,0.54,0.675,0.84375,0.84375,114,1.275,"Montmorency, Melbourne, City of Banyule, 3094, Victoria, Australia",-37.71905565320884,145.12498109534457
4122,Roddy,Rubinshtein,Male,37,1987-10-08,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,7,0.46,0.5750000000000001,0.5750000000000001,0.48875,114,1.275,"Caboolture, Greater Brisbane, City of Moreton Bay, 4510, Queensland, Australia",-27.093912305612726,152.97114970739008
4123,Viki,Coutts,Female,2,1952-12-14,Automation Specialist II,Property,Mass Customer,N,Yes,7,4,0.58,0.725,0.725,0.61625,120,1.2625,"Wallsend, Newcastle-Maitland, Newcastle City Council, 2287, New South Wales, Australia",-32.89283236666667,151.65966450666667
4124,Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,N,No,4,8,0.99,0.99,0.99,0.99,120,1.2625,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4125,Alexander,Broadbent,Male,57,1997-05-28,Desktop Support Technician,,Mass Customer,N,No,9,10,1.0,1.0,1.25,1.0625,120,1.2625,"Narwee, Sydney, Canterbury-Bankstown Council, 2209, New South Wales, Australia",-33.947460385333336,151.06751749733334
4126,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,,High Net Worth,N,No,6,8,0.6,0.6,0.75,0.75,120,1.2625,"St Clair, Sydney, Penrith City Council, 2759, New South Wales, Australia",-33.79928876424581,150.79261578731047
4127,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4,4,0.99,0.99,0.99,0.8415,120,1.2625,"Strathpine, Greater Brisbane, City of Moreton Bay, 4500, Queensland, Australia",-27.303854159375,152.97218043984375
4128,Ludvig,Andren,Male,44,1941-02-22,Media Manager III,,High Net Worth,N,Yes,15,5,0.65,0.8125,0.8125,0.8125,125,1.26171875,"Karalee, Greater Brisbane, 4306, Queensland, Australia",-27.566524817992423,152.8048280244634
4129,Elsworth,Abbitt,Male,71,1956-02-08,,Health,Mass Customer,N,Yes,6,3,0.73,0.9125,0.9125,0.775625,125,1.26171875,"Mildura, Rural City of Mildura, 3500, Victoria, Australia",-34.19318630793651,142.15104277142856
4130,Rebeca,Aggas,Female,66,1953-02-27,Social Worker,Health,Affluent Customer,N,No,21,1,0.58,0.58,0.58,0.58,127,1.25,"Drouin, Shire of Baw Baw, 3818, Victoria, Australia",-38.14643699230769,145.84573146153846
4131,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,1,0.89,1.1125,1.1125,0.945625,127,1.25,"Cobar Shire Council, 2835, New South Wales, Australia",-31.57355971896552,145.52120698103448
4132,Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,N,No,12,1,0.7,0.7,0.7,0.595,127,1.25,"Dalby, Western Downs Regional, 4405, Queensland, Australia",-27.181638989473683,151.25887947894736
4133,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5,7,1.01,1.2625,1.2625,1.2625,127,1.25,"Bradbury, Sydney, Campbelltown City Council, 2560, New South Wales, Australia",-34.0904010264,150.80978945680002
4134,Aurie,Rhead,Female,78,1962-07-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,2,0.67,0.8375,0.8375,0.8375,127,1.25,"San Isidore, Wagga Wagga City Council, 2650, New South Wales, Australia",-35.133451765868266,147.2970264053892
4135,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,,Mass Customer,N,Yes,13,7,1.05,1.3125,1.3125,1.115625,132,1.2484375,"Moriac, Surf Coast Shire, 3240, Victoria, Australia",-38.2465571625,144.17071045524193
4136,Sharline,Abyss,Female,11,1960-03-18,,,Mass Customer,N,Yes,15,4,0.5,0.625,0.625,0.53125,133,1.2375,"Hendra, Greater Brisbane, 4011, Queensland, Australia",-27.41965028157023,153.06039849018117
4137,Nowell,Preddy,Male,29,1985-07-23,,Manufacturing,Mass Customer,N,No,9,9,0.45,0.45,0.5625,0.478125,133,1.2375,"Holsworthy, Sydney, Liverpool City Council, 2173, New South Wales, Australia",-33.9751613,150.94463525
4138,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,8,1.06,1.325,1.325,1.325,133,1.2375,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264
4139,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,,Mass Customer,N,No,19,7,0.95,0.95,1.1875,1.009375,133,1.2375,"West Ryde, Sydney, Council of the City of Ryde, 2114, New South Wales, Australia",-33.81435206348315,151.08905188707865
4140,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,5,1.05,1.05,1.3125,1.3125,133,1.2375,"Mango Hill, Greater Brisbane, City of Moreton Bay, 4509, Queensland, Australia",-27.218221131643194,153.02326761643192
4141,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16,4,0.53,0.6625000000000001,0.6625000000000001,0.5631250000000001,133,1.2375,"Lake Macquarie City Council, 2284, New South Wales, Australia",-32.962693609090906,151.61635319545454
4142,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,3,1.09,1.3625,1.3625,1.158125,133,1.2375,"Binnaway, Warrumbungle Shire Council, 2380, New South Wales, Australia",-31.683779960000003,149.44691678499998
4143,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3,8,1.08,1.35,1.35,1.1475,133,1.2375,"Heidelberg Heights, Melbourne, City of Banyule, 3081, Victoria, Australia",-37.73602758211382,145.04962472845529
4144,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,9,0.65,0.8125,1.015625,1.015625,133,1.2375,"Montrose, Melbourne, Shire of Yarra Ranges, 3765, Victoria, Australia",-37.810654275,145.34254131666668
4145,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15,9,1.07,1.3375,1.671875,1.671875,142,1.23515625,"Greenfield Park, Sydney, Fairfield City Council, 2176, New South Wales, Australia",-33.87290172272728,150.89283182727272
4146,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,N,Yes,20,8,0.44,0.55,0.55,0.4675,142,1.23515625,"Surfers Paradise, Gold Coast City, 4217, Queensland, Australia",-28.00344220866426,153.41376344392296
4147,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,9,0.4,0.5,0.625,0.625,144,1.234375,"Concord West, Inner West, Sydney, City of Canada Bay Council, 2138, New South Wales, Australia",-33.83965696578947,151.08798830263157
4148,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,1,0.9,0.9,0.9,0.765,144,1.234375,"Mount Warren Park, Greater Brisbane, 4207, Queensland, Australia",-27.72339298857143,153.19512631652015
4149,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,N,No,15,9,0.84,0.84,1.05,0.8925,146,1.225,"Wetherill Park, Sydney, Fairfield City Council, 2164, New South Wales, Australia",-33.84735612857143,150.91395553265306
4150,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17,8,0.65,0.65,0.8125,0.6906249999999999,146,1.225,"Carlton, Sydney, Georges River Council, 2218, New South Wales, Australia",-33.96790706923077,151.12040813076922
4151,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16,10,0.54,0.54,0.675,0.57375,146,1.225,"Baulkham Hills, Sydney, The Hills Shire Council, 2153, New South Wales, Australia",-33.75003701346499,150.99176115332136
4152,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19,6,0.65,0.65,0.65,0.65,146,1.225,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787
4153,Bernardine,Delmonti,Female,39,1971-03-31,,Property,Mass Customer,N,No,17,8,0.53,0.53,0.53,0.4505,146,1.225,"Falls Creek, Shoalhaven City Council, 2540, New South Wales, Australia",-35.0084641705036,150.60340387194245
4154,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4,3,0.7,0.875,0.875,0.875,146,1.225,"Lower Wonga, Gympie Regional, 4570, Queensland, Australia",-26.133028430769233,152.41013204230768
4155,Denys,Minshall,Female,30,1961-12-26,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,8,0.78,0.975,0.975,0.975,152,1.221875,"Ferodale, Port Stephens Council, 2324, New South Wales, Australia",-32.733724667664674,151.83026409101797
4156,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,11,1.03,1.2875,1.609375,1.36796875,153,1.21875,"Redfern, Sydney, Council of the City of Sydney, 2016, New South Wales, Australia",-33.89319132735849,151.20337672075473
4157,Feodor,Englishby,Male,54,1961-08-14,Account Coordinator,Health,Mass Customer,N,No,11,5,0.65,0.65,0.65,0.5525,154,1.203125,"Carrum Downs, Melbourne, City of Frankston, 3201, Victoria, Australia",-38.09778323469388,145.1771441122449
4158,Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9,5,0.78,0.78,0.78,0.663,155,1.2,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4159,Bill,,Female,74,1963-04-24,Human Resources Assistant II,Property,Mass Customer,N,Yes,19,9,0.86,1.075,1.34375,1.1421875,155,1.2,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575
4160,Tessa,Friese,Female,89,1976-10-24,Health Coach II,Financial Services,Mass Customer,N,No,21,9,0.41,0.41,0.5125,0.4356249999999999,157,1.1953125,"Helensvale, Gold Coast City, 4212, Queensland, Australia",-27.9203321955414,153.33288199745223
4161,Roseanne,Caruth,Female,16,1957-05-25,Programmer Analyst III,Health,Mass Customer,N,No,7,9,0.85,0.85,1.0625,0.903125,158,1.1875,"Quakers Hill, Sydney, Blacktown City Council, 2763, New South Wales, Australia",-33.728338093333335,150.89744122888888
4162,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,,Mass Customer,N,Yes,6,9,0.55,0.6875,0.859375,0.73046875,158,1.1875,"Mount Martha, Melbourne, Shire of Mornington Peninsula, 3934, Victoria, Australia",-38.25990694166667,145.03757628333332
4163,Roberto,Harme,Male,27,1951-06-11,Environmental Tech,,High Net Worth,N,No,10,9,0.91,0.91,1.1375,1.1375,158,1.1875,"Long Point, Sydney, Campbelltown City Council, 2564, New South Wales, Australia",-34.005626826890754,150.89233065714285
4164,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,12,1.1,1.1,1.375,1.375,158,1.1875,"North Willoughby, Sydney, Willoughby City Council, 2068, New South Wales, Australia",-33.79887791,151.20095040666666
4165,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10,11,0.48,0.6,0.75,0.6375,158,1.1875,"Doncaster East, Melbourne, City of Manningham, 3109, Victoria, Australia",-37.781626107166126,145.16264573941368
4166,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,2,0.79,0.9875,0.9875,0.9875,163,1.18203125,"Cessnock City Council, 2326, New South Wales, Australia",-32.79494804545455,151.44914005454544
4167,Fonsie,Levane,Male,96,1951-07-10,Account Representative III,,High Net Worth,N,Yes,19,3,0.49,0.6125,0.765625,0.765625,163,1.18203125,"Hendra, Greater Brisbane, 4011, Queensland, Australia",-27.41965028157023,153.06039849018117
4168,Emilie,Brody,Female,3,1979-05-22,Director of Sales,,Mass Customer,N,Yes,3,11,0.77,0.9625,1.203125,1.02265625,163,1.18203125,"Pymble, Sydney, Ku-ring-gai Council, 2073, New South Wales, Australia",-33.74744459722222,151.13759276666667
4169,Robert,Corkill,Male,55,1976-03-12,Clinical Specialist,Health,Mass Customer,N,No,4,10,0.47,0.47,0.5874999999999999,0.4993749999999999,166,1.175,"Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, 2227, New South Wales, Australia",-34.039618238461536,151.0863899923077
4170,Elvira,Kurten,Female,65,1973-03-18,Assistant Professor,Financial Services,High Net Worth,N,No,12,3,1.05,1.05,1.05,1.05,166,1.175,"Coraki, Richmond Valley Council, 2471, New South Wales, Australia",-29.000562271428574,153.26044527142855
4171,Juliana,Mitchenson,Female,55,1989-01-05,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,4,0.63,0.7875,0.7875,0.6693749999999999,166,1.175,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4172,Regine,Bownes,Female,99,1952-07-01,Senior Developer,Retail,Affluent Customer,N,No,15,9,0.58,0.58,0.725,0.725,166,1.175,"South Morang, Melbourne, City of Whittlesea, 3752, Victoria, Australia",-37.62161624092219,145.0702781426513
4173,Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,7,0.82,0.82,0.82,0.82,166,1.175,"Narre Warren, Melbourne, City of Casey, 3805, Victoria, Australia",-38.00904905597826,145.3055908724295
4174,Alvira,Coulman,Female,42,1955-06-05,Account Representative II,,Affluent Customer,N,No,14,9,0.42,0.42,0.525,0.525,166,1.175,"Turrella, St George, Sydney, Bayside Council, 2205, New South Wales, Australia",-33.931443199442384,151.1429007210037
4175,Sawyer,Sponton,Male,36,1956-02-22,Help Desk Technician,Property,Mass Customer,N,Yes,10,11,0.89,1.1125,1.390625,1.18203125,166,1.175,"Cherrybrook, Sydney, The Council of the Shire of Hornsby, 2126, New South Wales, Australia",-33.7238626,151.04350812727273
4176,Feodor,Vickers,Male,60,1989-11-18,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,6,1.01,1.2625,1.2625,1.073125,173,1.171875,"Narwee, Sydney, Canterbury-Bankstown Council, 2209, New South Wales, Australia",-33.947460385333336,151.06751749733334
4177,Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1,1.0,1.25,1.25,1.25,174,1.16875,"Wurruk, Shire of Wellington, 3850, Victoria, Australia",-38.112206447058824,147.03546838235295
4178,Loria,Tappington,Female,72,1955-09-06,Research Assistant IV,Property,Mass Customer,N,No,5,8,0.94,0.94,0.94,0.7989999999999999,174,1.16875,"Taylors Lakes, Melbourne, City of Brimbank, 3038, Victoria, Australia",-37.69793980107914,144.7829340384892
4179,Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,9,0.93,0.93,1.1625,1.1625,174,1.16875,"Toongabbie, Sydney, City of Parramatta Council, 2146, New South Wales, Australia",-33.79022350909091,150.9519681090909
4180,Devonne,Alderwick,Female,79,1939-01-29,Research Associate,,High Net Worth,N,Yes,9,7,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,177,1.1625,"Hawthorn, Melbourne, City of Boroondara, 3122, Victoria, Australia",-37.82555367970112,145.03332694557906
4181,Omero,McDonand,Male,51,1952-04-01,Software Consultant,Manufacturing,Mass Customer,N,No,16,9,0.72,0.72,0.8999999999999999,0.7649999999999999,177,1.1625,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238
4182,Iain,Haversham,Male,92,1950-12-26,Sales Representative,Retail,Mass Customer,N,Yes,13,10,0.91,1.1375,1.421875,1.20859375,177,1.1625,"Thornleigh, Sydney, The Council of the Shire of Hornsby, 2120, New South Wales, Australia",-33.72917043783784,151.07704645405406
4183,Keriann,Newham,Female,71,1975-03-26,Assistant Manager,Financial Services,Mass Customer,N,No,5,9,0.99,0.99,1.2375,1.051875,177,1.1625,"Manly West, Greater Brisbane, 4179, Queensland, Australia",-27.464406669814593,153.17354973175938
4184,Conroy,Rappaport,Male,39,1965-01-08,Assistant Manager,Health,High Net Worth,N,No,9,9,0.82,0.82,1.025,1.025,181,1.158125,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975
4185,Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,7,0.49,0.49,0.49,0.4165,181,1.158125,"Murphys Creek, Lockyer Valley Regional, 4352, Queensland, Australia",-27.47489170810811,151.9876341945946
4186,Quillan,Guinane,Male,36,1946-03-24,Community Outreach Specialist,,High Net Worth,N,Yes,21,8,0.65,0.8125,0.8125,0.8125,181,1.158125,"Bonnyrigg, Sydney, Fairfield City Council, 2177, New South Wales, Australia",-33.89012879032258,150.8931213935484
4187,Harlin,Mazin,Male,34,1974-03-25,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,7,0.92,1.15,1.15,0.9775,181,1.158125,"Bellingen, Bellingen Shire Council, 2454, New South Wales, Australia",-30.461396044999997,152.91722778666664
4188,Eustacia,Dornan,Female,68,1985-09-02,Account Representative IV,Property,Mass Customer,N,No,5,9,0.48,0.48,0.6,0.51,181,1.158125,"Berwick, Melbourne, City of Casey, 3806, Victoria, Australia",-38.026795677783426,145.3326304413828
4189,Maury,Galego,Male,65,1992-07-27,Social Worker,Health,High Net Worth,N,Yes,3,10,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,181,1.158125,"Maribyrnong, Melbourne, City of Maribyrnong, 3032, Victoria, Australia",-37.780825547619045,144.89784450861677
